1.697290407707977011e-02,3.027355546558697409e-03
8.771119656723937999e-04,5.760166497012446764e-04
5.566912260474664439e-04,5.332432512878048855e-04
5.159471148588061669e-04,4.950431546745702677e-04
4.755499188280170046e-04,4.562045474995994609e-04
4.352912264481506263e-04,4.118474808126669322e-04
3.925441950171908601e-04,3.704867690386758430e-04
3.487626814371498369e-04,3.220778355457989310e-04
2.941100749051271733e-04,2.638935964723242936e-04
2.387824757510239627e-04,2.073995903391278803e-04
1.842163125855413399e-04,1.556411815582737146e-04
1.354314449698417193e-04,1.131534893191641727e-04
9.730536827008088446e-05,7.900574813106989126e-05
6.906600618191020065e-05,5.654953796755715601e-05
5.043913656789780135e-05,4.233124848199658731e-05
3.939624384950942592e-05,3.498730394653817437e-05
3.281715510675196727e-05,2.961982475880273224e-05
2.902262974757358464e-05,2.803620502155775899e-05
2.672971898066069406e-05,2.675316188674573792e-05
2.476934320181859432e-05,2.361143867244697790e-05
2.273453928968328653e-05,2.152054217643624794e-05
2.099372614820575769e-05,1.980353579760149710e-05
1.933072752915601211e-05,1.816876461205184135e-05
1.773191546508698360e-05,1.694105349993177550e-05
1.583081778912246419e-05,1.502546623673698504e-05
1.446600271001398108e-05,1.348188149589084312e-05
1.278975510834467986e-05,1.194354533300855005e-05
1.132915798910540802e-05,1.085081006557634909e-05
9.977429105005410407e-06,9.958948971861622597e-06
8.698263177290217998e-06,8.010813770797197130e-06
7.526289323329349031e-06,6.826752792444814559e-06
6.391775722471590005e-06,6.178299020777941357e-06
5.527935257635768041e-06,4.868232835574744073e-06
4.525607340332110895e-06,4.198655978362504167e-06
3.776647236885237321e-06,3.638951605119492535e-06
3.110123759331406283e-06,2.714061790244600325e-06
2.520300618123553891e-06,2.310661490861605750e-06
2.059289330604357125e-06,1.804098419395831517e-06
1.630107350137508439e-06,1.423283890775531296e-06
1.321190427411798039e-06,1.237377862337948312e-06
1.091460879877646538e-06,1.031819503889505437e-06
9.224319599539001770e-07,8.164304164162068301e-07
7.757775313993258143e-07,7.150734050897418969e-07
7.058719048892055846e-07,6.647286372615893732e-07
6.285275486726575334e-07,5.991815125299557735e-07
6.077434321811916996e-07,5.630328558498201224e-07
6.001452812622711709e-07,5.483249273605868041e-07
5.820673926049931628e-07,5.915464662988337183e-07
5.527126409355637971e-07,5.281251478328740800e-07
5.657053413613729900e-07,5.281963097498510933e-07
5.571467601436850929e-07,5.093469092969838884e-07
5.598556675486726230e-07,6.495398742703365980e-07
5.541972622178956723e-07,5.392996242734306835e-07
5.464513151174058391e-07,5.289986937073747463e-07
5.453304546564941887e-07,5.025346880798303137e-07
5.557759936199291081e-07,5.392828537249274520e-07
5.484281475329007696e-07,6.639102597442153835e-07
5.590928418392819022e-07,5.123491709579025840e-07
5.404408867044763744e-07,4.975602717300716669e-07
5.358311920793129728e-07,5.762105145800193709e-07
5.482289174164377880e-07,4.996668523786536806e-07
5.425414397821565416e-07,5.184216518945145037e-07
5.627988437411377043e-07,5.685641913842967964e-07
5.926506592640217691e-07,7.038457660921989405e-07
5.413772954717764165e-07,5.015662900999174880e-07
5.553162811192828668e-07,5.042231858275245186e-07
5.421546146935363654e-07,5.904705069136172032e-07
5.625946573752272471e-07,5.378786734609348953e-07
5.413069123422608043e-07,5.896844418846544845e-07
5.416507399896483778e-07,5.761364542524119775e-07
5.228820642965040458e-07,5.148604154212741814e-07
5.376005890781809976e-07,5.250942216902392717e-07
5.258576164531157285e-07,6.210878031212686311e-07
5.726819352702906966e-07,5.167350430086271612e-07
5.393570178571488622e-07,4.999927403764345764e-07
5.242362105766936512e-07,5.221662752737320479e-07
5.299285941568758650e-07,5.078438843384974281e-07
5.351552036243491486e-07,4.890632290293482359e-07
5.185712996299478968e-07,6.322789112850192958e-07
5.143770586114116742e-07,5.051436880896519986e-07
5.256005774319263165e-07,4.980195450892897656e-07
5.434595654736644580e-07,6.814451602337971570e-07
5.566137029365796175e-07,6.439869596491052943e-07
5.452057407972676986e-07,4.875338675814645310e-07
5.233243636630978383e-07,4.879892212039262499e-07
5.343067397644699997e-07,5.483796837949380975e-07
5.250724190297638539e-07,5.073515816882041230e-07
5.182804238067805704e-07,5.212707119651390327e-07
5.357939907289140209e-07,4.855836033514531123e-07
5.267787905675719105e-07,7.370112457311879798e-07
5.338141638204252076e-07,5.388848848466610473e-07
5.663142164378302591e-07,4.876876809903476361e-07
5.315199730275160164e-07,5.057865815918285014e-07
5.188899866483253823e-07,5.019878215303870382e-07
5.174409991644979052e-07,5.181511570367596740e-07
5.191197287966475348e-07,5.289559996126536218e-07
5.274239367564251227e-07,4.858700942516683308e-07
5.324573844958389835e-07,7.249318566774344814e-07
5.292027939412804182e-07,4.963904215109440432e-07
5.340732405276292283e-07,5.850789031318274828e-07
5.147710911797584803e-07,4.891130572574318832e-07
5.198598574861525038e-07,5.978504593747134997e-07
5.390327310209821546e-07,5.019040146017793915e-07
5.174948864002284668e-07,6.264316325726666101e-07
5.291940347785044991e-07,5.395030816626432314e-07
5.250627559520748325e-07,4.915854200018408466e-07
5.183270334724247851e-07,4.848385879052855226e-07
5.273619585110331759e-07,4.817676440785862698e-07
5.335737439433545741e-07,4.819209152435662834e-07
5.164497928881023278e-07,4.812282349895522507e-07
5.020831914331347856e-07,5.043192142729745915e-07
5.236904106059835745e-07,4.832343021677958585e-07
5.199753856244980850e-07,5.600082784552145610e-07
5.674040102778182302e-07,4.905801470858536648e-07
5.135607935327031685e-07,4.812210000819608055e-07
5.157533759908269112e-07,4.848464045762708014e-07
5.394247208828866521e-07,4.787587984651787562e-07
5.090055562607292905e-07,4.814594226443877715e-07
5.049097664401366209e-07,5.211081803795598059e-07
5.309191635650515763e-07,5.001347910578641899e-07
5.130187024409284804e-07,5.502601764111503304e-07
5.424932006349332471e-07,6.632194276682084284e-07
5.160743436875551916e-07,4.745154864587484653e-07
5.110237977005084122e-07,4.744092955301671940e-07
5.035579543130279941e-07,4.866317459425725340e-07
5.065161067088527781e-07,5.163037702974190510e-07
4.989043675052500308e-07,5.000858246680055646e-07
5.168342206510933799e-07,4.826962264897463197e-07
5.054312069066881815e-07,5.076459626568891775e-07
5.109266288847801039e-07,6.151786042775344201e-07
4.978710007183751791e-07,4.901128738903019101e-07
5.317431662164067724e-07,5.784240570339772048e-07
5.126379720296955642e-07,5.793237247696687543e-07
5.223809265000137335e-07,4.844219513102794737e-07
5.073381185251145727e-07,4.828922158531637646e-07
5.107450639142573221e-07,4.819246265950285379e-07
5.049674892191907904e-07,4.802663274403189759e-07
5.266901832791570078e-07,5.136614918109261733e-07
5.119774196240849457e-07,5.550460859876958673e-07
5.266104408524044430e-07,5.234675473642950638e-07
4.959789712680172630e-07,4.692275547747098809e-07
5.323641702590915195e-07,4.739655806085046665e-07
5.220860074307997984e-07,6.338180907063754505e-07
4.994418797821150891e-07,6.613885836510740091e-07
5.241367516544596893e-07,5.429402190583835626e-07
5.306684683028510464e-07,4.929409694137771168e-07
5.115122061059964465e-07,4.793328049895198753e-07
5.158614537728232706e-07,4.707392384327151792e-07
5.282487112373527846e-07,4.777876122862490260e-07
5.156997599866046720e-07,5.326950085078370111e-07
5.161478798973184959e-07,5.488771968554307710e-07
5.152271414482688348e-07,4.674309462331781527e-07
5.178558697184706601e-07,4.701704243327301426e-07
5.120823639000943856e-07,4.792435189929850869e-07
4.978245484403885501e-07,4.694621606184969697e-07
4.995240270319946170e-07,4.677339550386574920e-07
5.068441343367835475e-07,4.770649917877117469e-07
4.925712758429099505e-07,5.043544834806982347e-07
4.964210739624330556e-07,4.868351407860295646e-07
4.998749261096835311e-07,4.694698426455174468e-07
5.134649980795070835e-07,4.667486736230490317e-07
4.966981615994198523e-07,4.870187158154201690e-07
5.510519958106856369e-07,4.728423478108640395e-07
5.048074652479181738e-07,4.687500375322958201e-07
5.448674660442750483e-07,4.653767496017616549e-07
4.959458754633949528e-07,5.108064752803848767e-07
4.980501487568887865e-07,4.944283615143316914e-07
5.280045028497252305e-07,5.417098571720066718e-07
5.289866393225829272e-07,4.720282421330876176e-07
4.958549644740365798e-07,4.668644932897021879e-07
4.957679599130850062e-07,4.670525033405406666e-07
5.174083059451454795e-07,4.812480746318989131e-07
5.104938429082152233e-07,4.641034939447250142e-07
5.015878999530374618e-07,4.823086140740667154e-07
5.183678189555298490e-07,4.961976992248354997e-07
5.078749826861125964e-07,4.662381304320145078e-07
4.993861545042049367e-07,5.034573368225480381e-07
4.977593807500016762e-07,4.783857475274512429e-07
5.016529875701195908e-07,5.123499693743569564e-07
5.091572754802515372e-07,4.631308381636741494e-07
5.025415502778407926e-07,5.294010024800181216e-07
